converted,ai_chat_engaged,service_enc,country_enc,hour_of_day,daily_request_volume,funnel_depth
1,0,2,2,9,1265.0,3
1,1,4,4,20,930.0,2
1,0,1,0,16,191.0,3
0,0,2,4,11,1270.0,2
0,0,0,0,15,1327.0,1
0,1,3,2,18,1632.0,1
0,0,3,2,11,1401.0,1
0,0,1,2,10,1350.0,2
0,0,3,0,8,1476.0,1
0,0,3,0,9,1528.0,1
1,0,1,0,15,191.0,3
0,0,0,4,9,1517.0,1
0,0,3,1,11,1455.0,2
0,0,2,1,14,1308.0,2
1,1,4,0,21,895.0,2
0,0,3,2,16,1161.0,3
0,1,3,4,15,1142.0,3
0,0,3,2,15,1623.0,2
0,0,2,2,13,1292.0,2
0,0,3,0,13,1203.0,1
0,0,1,3,10,187.0,2
0,0,3,3,15,1132.0,2
0,0,3,2,9,1419.0,2
0,0,0,1,11,1517.0,2
0,0,0,2,20,1403.0,2
0,0,0,0,14,1327.0,2
1,0,2,2,10,1267.0,3
0,0,2,2,15,1225.0,1
0,0,0,4,14,1129.0,1
0,0,3,0,17,1191.0,2
0,0,3,0,14,1481.0,1
1,0,0,0,11,1485.0,3
0,0,2,2,9,1340.0,2
0,0,0,0,12,1479.0,1
0,0,4,4,16,914.0,1
0,0,2,2,8,1233.0,2
0,0,1,0,16,184.0,1
0,1,1,1,13,181.0,2
1,0,0,0,11,930.0,3
0,0,0,0,10,1720.0,2
0,0,4,4,13,908.0,1
0,0,3,1,9,1476.0,1
1,0,4,4,9,928.0,2
0,1,2,0,16,1308.0,2
0,0,0,3,10,926.0,1
0,0,2,0,19,1265.0,2
0,0,2,2,10,1252.0,1
0,0,2,0,15,1232.0,1
1,0,4,0,18,886.0,2
0,1,2,4,15,1316.0,1
1,0,4,0,15,882.0,2
0,0,0,0,14,1153.0,1
0,0,2,2,17,1257.0,2
0,0,2,2,10,1232.0,1
1,1,3,3,14,1392.0,4
1,0,0,4,8,1059.0,3
0,0,1,2,10,1311.0,2
1,0,4,1,12,953.0,2
0,0,3,2,15,1161.0,1
1,0,4,1,14,856.0,2
0,0,3,2,8,1161.0,1
0,0,3,0,12,1401.0,1
1,0,4,0,11,900.0,2
0,0,2,1,18,1308.0,2
0,0,4,4,15,939.0,1
1,1,0,2,17,930.0,3
0,0,2,0,18,915.0,1
0,0,0,3,21,1059.0,2
0,0,0,1,15,912.0,1
0,1,3,0,12,1535.0,3
0,0,3,0,11,1059.0,3
0,0,0,0,14,1030.0,1
1,0,4,3,12,926.0,2
1,1,2,2,9,1227.0,3
0,0,4,4,15,1015.0,1
0,0,2,0,7,1312.0,1
0,0,2,0,5,1272.0,1
0,0,2,2,8,1208.0,1
1,0,4,2,14,928.0,2
1,0,4,1,18,870.0,2
1,0,4,3,9,930.0,2
0,0,2,2,11,1233.0,1
1,0,0,2,10,1460.0,3
1,0,4,4,16,677.0,2
0,0,0,0,9,1460.0,2
1,0,1,0,15,187.0,3
1,0,2,4,8,1271.0,3
0,0,0,4,14,1357.0,2
0,0,0,3,22,1327.0,2
0,0,0,0,10,930.0,1
0,0,3,0,22,1631.0,3
0,0,2,2,9,1232.0,2
0,0,3,3,14,1424.0,1
0,0,3,0,9,1481.0,3
0,0,3,3,16,1495.0,1
0,1,0,0,11,1302.0,2
0,0,0,1,10,1514.0,2
0,0,2,2,9,1272.0,2
0,1,3,0,14,1525.0,2
0,0,0,3,14,1621.0,2
0,0,3,2,11,1528.0,3
0,0,3,0,7,1203.0,1
0,0,3,2,12,1401.0,2
0,0,2,2,12,1243.0,2
0,0,3,2,14,1226.0,2
0,0,3,4,11,1638.0,1
0,0,3,3,17,1056.0,2
0,0,3,3,19,1356.0,1
1,0,4,0,16,869.0,2
1,0,3,0,14,1231.0,4
0,0,0,1,13,1720.0,2
0,0,4,2,12,914.0,1
0,0,3,3,9,1623.0,1
0,0,3,1,11,1356.0,1
0,0,0,3,14,1129.0,2
0,0,2,0,13,1226.0,1
0,0,2,2,11,962.0,2
1,1,3,0,19,1356.0,4
0,0,2,0,14,1323.0,2
1,1,2,1,14,1286.0,3
0,0,2,0,4,1316.0,1
0,0,2,4,9,1287.0,1
0,1,4,0,11,902.0,1
1,1,0,0,9,1396.0,3
1,0,4,4,17,903.0,2
0,0,1,0,15,178.0,1
0,0,2,1,12,1189.0,1
0,0,2,3,12,1276.0,1
0,0,2,4,10,1308.0,2
0,0,3,0,14,1286.0,1
0,0,4,3,21,939.0,1
0,0,0,0,19,1327.0,2
0,0,2,2,16,1243.0,1
1,1,4,4,16,902.0,2
0,0,1,3,15,1311.0,2
0,0,4,0,12,895.0,1
1,1,1,4,18,178.0,3
0,0,0,0,15,771.0,1
0,0,0,2,17,909.0,2
0,1,3,4,14,1424.0,1
0,0,2,0,20,1323.0,1
0,1,3,0,10,1631.0,2
1,1,3,0,8,1231.0,4
0,0,2,2,13,1284.0,1
0,0,0,0,9,1150.0,2
0,1,2,0,11,1265.0,2
0,0,4,2,11,970.0,1
0,0,2,2,10,1312.0,2
0,0,2,2,20,1267.0,2
0,0,3,2,14,1356.0,1
0,1,3,2,14,1142.0,3
0,0,3,2,9,1631.0,1
0,0,2,2,9,1226.0,1
0,0,1,0,22,1311.0,1
0,0,4,0,12,929.0,1
0,0,1,0,19,199.0,1
0,0,2,2,21,1248.0,1
0,0,2,2,12,962.0,1
0,0,0,3,1,1396.0,2
0,0,0,4,11,1302.0,1
1,0,4,0,10,930.0,2
0,0,3,0,10,1544.0,2
0,0,2,2,9,1261.0,1
0,0,3,1,19,1181.0,1
1,0,2,2,6,1271.0,3
0,0,2,0,14,1254.0,2
0,0,2,2,9,1248.0,2
1,1,3,0,15,1140.0,4
1,0,1,4,11,187.0,3
0,0,3,2,12,1469.0,2
1,1,2,4,14,1312.0,3
1,0,0,3,8,934.0,3
1,0,4,0,11,929.0,2
0,0,1,4,17,181.0,2
0,0,1,3,10,188.0,1
1,0,4,0,7,962.0,2
0,0,2,0,18,1232.0,1
0,0,3,2,14,1455.0,1
0,0,1,2,9,154.0,2
1,0,4,0,9,898.0,2
1,0,2,0,10,915.0,3
1,1,0,2,17,1227.0,3
1,1,0,0,10,1108.0,3
0,0,1,2,15,192.0,2
0,1,3,4,18,1164.0,3
0,1,1,0,15,1350.0,2
0,0,0,1,15,920.0,2
0,0,3,2,11,1299.0,2
0,0,3,2,7,1231.0,1
0,1,0,2,16,1202.0,2
0,0,4,2,10,914.0,1
0,0,4,2,21,958.0,1
0,0,2,4,18,1316.0,1
0,0,2,0,13,1283.0,2
0,0,4,4,9,895.0,1
0,0,3,2,16,1632.0,1
0,0,2,1,16,1251.0,2
1,1,4,0,14,961.0,2
0,0,3,2,13,1356.0,3
0,0,4,0,11,914.0,1
1,0,0,2,7,1197.0,3
0,0,3,0,12,1284.0,3
0,0,0,4,8,1108.0,2
0,0,0,1,14,1485.0,2
0,0,3,0,8,1535.0,1
0,1,2,4,20,1314.0,1
0,0,3,4,10,1268.0,3
0,0,3,3,10,1555.0,1
0,0,2,2,10,1323.0,1
0,0,4,0,8,970.0,1
1,0,4,3,14,686.0,2
0,0,3,4,14,1385.0,2
0,0,2,2,23,1312.0,1
1,1,3,2,8,1601.0,4
0,0,3,0,10,1455.0,1
0,0,3,3,14,1226.0,2
0,0,4,0,16,851.0,1
0,0,0,0,17,1535.0,2
1,0,4,0,14,914.0,2
1,0,1,3,14,194.0,3
1,0,4,3,3,978.0,2
1,1,0,4,18,1025.0,3
1,0,4,4,8,910.0,2
0,0,2,0,9,1255.0,1
0,0,2,0,18,1206.0,2
1,0,0,2,7,1342.0,3
0,0,2,0,21,1307.0,2
0,0,0,0,18,1357.0,2
0,0,2,1,6,1227.0,2
0,0,3,4,9,1631.0,1
0,0,4,0,20,970.0,1
0,0,4,3,17,910.0,1
1,1,4,4,10,869.0,2
1,1,4,0,15,939.0,2
0,0,4,4,15,870.0,1
1,1,2,0,10,1251.0,3
1,1,0,0,20,1153.0,3
1,1,0,0,14,1308.0,3
0,0,0,0,13,909.0,2
0,0,2,4,14,1267.0,1
0,0,2,2,7,1252.0,1
0,0,3,0,7,1203.0,2
0,0,4,0,13,929.0,1
0,1,3,0,10,1356.0,3
0,0,3,1,18,1303.0,1
0,0,4,3,21,856.0,1
0,0,4,0,6,1015.0,1
1,1,3,0,6,1145.0,4
0,0,4,1,10,970.0,1
0,0,3,3,8,1207.0,2
0,0,3,0,18,1525.0,1
1,0,2,3,16,1276.0,3
0,1,0,3,10,1485.0,2
0,0,2,4,12,1208.0,2
0,0,2,2,18,1267.0,2
0,1,1,0,10,1353.0,2
0,0,2,3,15,1225.0,1
0,0,3,4,17,1207.0,2
0,0,2,2,18,1276.0,2
0,0,2,0,11,1292.0,2
0,1,2,0,21,1316.0,2
1,0,4,3,4,928.0,2
0,0,3,4,14,1207.0,1
0,1,3,0,19,1284.0,2
0,0,2,2,16,1272.0,2
0,0,4,2,13,882.0,1
0,0,3,0,17,1631.0,1
0,0,3,2,10,1476.0,2
0,0,3,1,19,1449.0,1
0,0,3,0,9,1528.0,2
0,0,2,0,12,1287.0,2
0,0,2,0,12,1270.0,1
0,0,0,0,12,1479.0,2
0,0,3,2,17,1142.0,1
1,1,3,4,22,1192.0,4
0,0,3,0,20,1544.0,1
0,0,3,2,15,1476.0,1
0,0,3,0,11,1268.0,1
0,0,3,0,18,1187.0,1
0,0,0,4,18,1535.0,2
0,0,3,0,17,1495.0,2
0,0,1,3,14,1319.0,1
0,0,4,0,12,965.0,1
1,1,2,4,16,1307.0,3
0,0,3,0,10,1495.0,1
0,0,4,4,9,900.0,1
0,0,4,2,14,882.0,1
0,0,2,2,12,1270.0,2
0,0,3,3,4,1401.0,2
0,0,4,0,17,856.0,1
0,0,0,0,15,1286.0,1
1,1,4,2,16,914.0,2
0,0,3,0,20,1218.0,1
0,1,3,2,19,1555.0,3
1,0,4,3,15,895.0,2
1,0,2,0,8,1271.0,3
0,0,2,2,13,923.0,2
1,0,4,0,15,904.0,2
1,1,3,2,11,1623.0,4
1,0,4,4,15,856.0,2
0,0,3,1,7,1623.0,2
0,0,2,4,10,1272.0,1
0,0,4,0,8,973.0,1
1,1,3,0,13,1609.0,4
0,0,0,0,17,934.0,1
0,0,3,4,14,1481.0,3
1,0,0,3,15,1560.0,3
1,0,4,4,15,886.0,2
0,0,2,2,13,1284.0,2
1,0,1,2,17,168.0,3
0,0,4,2,11,922.0,1
0,0,3,4,18,1051.0,1
0,0,2,2,13,962.0,1
1,1,0,3,19,1108.0,3
1,0,4,1,14,928.0,2
0,0,2,1,16,1254.0,1
0,0,2,3,20,1261.0,2
0,0,4,4,21,939.0,1
0,0,0,2,8,934.0,2
0,0,3,4,14,1601.0,2
0,0,1,3,10,202.0,1
1,1,1,1,11,160.0,3
0,0,2,2,17,1226.0,2
0,0,0,0,11,1401.0,1
0,0,4,0,8,899.0,1
0,0,3,0,12,1455.0,3
0,0,2,0,21,1208.0,2
0,0,0,0,13,912.0,1
0,0,3,3,20,1226.0,3
0,0,0,1,15,796.0,1
0,0,0,0,19,1184.0,2
0,0,1,4,15,1353.0,1
0,0,4,3,16,903.0,1
0,0,4,2,16,914.0,1
0,1,3,1,15,1392.0,2
0,0,4,4,12,1008.0,1
0,1,2,1,17,1232.0,2
0,0,2,0,19,1287.0,1
0,0,4,0,11,899.0,1
1,1,4,1,6,944.0,2
0,0,0,2,14,1463.0,1
1,1,2,1,12,1226.0,3
0,0,3,3,10,1629.0,2
0,0,2,2,9,1340.0,2
0,0,4,2,8,886.0,1
0,0,3,0,17,1189.0,1
0,0,2,0,14,1308.0,2
0,0,2,2,14,1244.0,1
0,0,0,0,6,1482.0,2
1,0,0,0,8,1342.0,3
0,0,3,0,17,1392.0,2
1,0,2,0,8,1284.0,3
1,0,4,0,16,895.0,2
0,0,4,2,15,686.0,1
0,0,2,2,12,1253.0,1
0,0,3,2,11,1189.0,1
0,0,3,0,20,1476.0,2
0,0,3,0,19,1601.0,2
0,0,0,0,16,1435.0,1
0,0,3,1,7,1381.0,2
0,0,3,3,19,1051.0,1
1,0,2,0,16,1181.0,3
0,0,3,4,0,1629.0,1
0,0,3,2,10,1059.0,1
0,0,2,1,17,1254.0,1
0,1,2,2,10,1226.0,2
0,0,2,2,7,1308.0,1
0,0,3,0,17,1454.0,1
1,0,4,4,15,869.0,2
0,0,0,0,13,1281.0,1
0,1,3,3,8,1454.0,2
1,1,3,0,15,1207.0,4
0,0,0,0,21,1281.0,2
0,0,2,0,13,1232.0,1
0,0,2,3,14,1340.0,2
0,0,0,2,8,1059.0,1
0,0,4,2,14,914.0,1
0,0,2,2,14,1267.0,1
0,0,0,4,17,1215.0,2
0,0,3,0,7,1303.0,2
0,0,1,0,10,1353.0,1
0,0,3,0,15,1299.0,1
0,0,2,0,15,1222.0,2
0,1,0,0,10,1286.0,2
0,0,1,0,9,198.0,1
0,0,3,1,15,1218.0,2
0,0,0,1,8,1153.0,1
0,0,3,2,10,1638.0,2
0,0,3,0,13,1142.0,1
0,0,0,0,10,1093.0,2
1,0,4,4,12,895.0,2
1,0,4,0,10,930.0,2
0,0,0,0,17,1463.0,1
0,0,1,2,17,188.0,1
0,0,2,1,11,1307.0,1
0,0,3,4,19,1056.0,1
1,0,0,3,14,1327.0,3
0,0,0,0,17,1215.0,1
0,0,0,0,14,1215.0,2
0,0,0,2,17,934.0,2
0,0,1,2,15,1311.0,1
0,0,0,4,9,1396.0,1
0,0,2,2,6,1244.0,2
1,0,4,4,9,958.0,2
0,0,0,0,7,1458.0,1
1,0,4,2,20,908.0,2
0,0,3,0,21,1535.0,1
0,0,3,4,9,1454.0,1
0,0,0,4,18,1347.0,2
1,0,4,1,15,904.0,2
1,1,0,2,13,1035.0,3
0,0,3,4,17,1203.0,3
0,0,0,0,9,1308.0,2
0,0,2,0,7,1272.0,2
0,0,3,4,18,1284.0,1
0,0,3,2,17,1096.0,1
0,0,2,0,13,976.0,1
0,1,3,2,21,1424.0,2
1,1,0,2,11,950.0,3
0,0,0,0,20,1286.0,1
1,0,1,3,16,178.0,3
1,0,4,0,9,929.0,2
0,0,0,0,6,950.0,1
0,0,1,2,21,1350.0,1
1,0,3,1,14,1632.0,4
1,1,3,1,7,1356.0,4
1,0,1,2,12,143.0,3
0,0,4,0,10,962.0,1
0,0,3,0,13,1535.0,2
0,0,0,4,16,1347.0,2
0,0,4,4,12,930.0,1
0,0,2,2,10,1323.0,2
1,1,3,4,14,1020.0,4
0,0,2,0,19,1314.0,1
0,0,3,3,16,1303.0,1
0,0,0,2,10,1086.0,2
1,1,2,2,16,1276.0,3
0,0,0,3,17,1535.0,1
0,0,0,1,8,1302.0,1
0,0,0,0,15,1129.0,1
1,0,0,0,17,930.0,3
0,0,2,2,10,1267.0,2
1,1,2,2,6,1316.0,3
1,1,2,0,0,1233.0,3
1,1,1,4,18,1319.0,3
0,1,3,0,14,1067.0,2
0,0,2,0,15,1312.0,1
0,0,3,0,13,1195.0,2
0,0,3,4,18,1020.0,1
1,1,2,0,14,1253.0,3
0,0,3,4,9,1469.0,1
1,0,0,1,12,1535.0,3
0,0,0,0,21,1102.0,1
0,0,1,3,12,182.0,2
0,0,3,4,6,1535.0,1
0,1,4,4,12,894.0,1
0,0,2,0,15,1284.0,1
0,1,3,2,6,1059.0,3
1,1,4,0,15,899.0,2
0,0,0,0,14,1093.0,1
0,0,4,3,15,895.0,1
0,1,3,3,14,1454.0,1
0,0,4,0,12,900.0,1
0,0,3,1,17,1601.0,3
1,0,2,2,19,1261.0,3
1,1,0,0,14,1261.0,3
1,0,4,1,14,914.0,2
0,1,2,2,13,1292.0,1
1,0,0,3,5,1435.0,3
1,1,1,0,10,1353.0,3
0,0,3,2,17,1268.0,2
0,0,2,2,18,1314.0,1
1,0,4,3,19,915.0,2
0,0,2,0,10,1194.0,2
0,0,4,0,8,918.0,1
0,0,3,3,15,1020.0,2
0,0,0,3,16,1720.0,2
0,0,3,2,19,1481.0,1
1,0,4,2,10,929.0,2
0,0,2,2,9,976.0,2
0,0,3,3,10,1056.0,2
1,0,0,4,12,1479.0,3
0,0,3,2,12,1455.0,1
1,0,4,4,17,686.0,2
0,1,3,2,13,1203.0,2
1,1,0,0,18,1344.0,3
1,1,3,0,14,1161.0,4
0,0,3,2,16,1226.0,1
0,0,0,0,14,1357.0,2
0,0,0,0,22,1403.0,1
0,0,0,3,14,926.0,2
0,0,3,3,14,1638.0,3
0,1,3,0,8,1226.0,2
0,0,4,1,20,908.0,1
0,0,2,3,14,1340.0,2
0,0,3,4,10,1629.0,3
0,0,2,0,14,1287.0,2
0,0,3,2,14,1192.0,2
0,0,0,0,17,1458.0,2
0,0,0,0,12,1463.0,1
0,0,0,4,19,1460.0,1
0,0,4,0,7,930.0,1
0,0,3,1,7,1145.0,1
0,0,4,0,18,894.0,1
0,0,0,4,13,1308.0,1
0,0,2,2,11,1243.0,2
0,0,2,2,14,1284.0,2
0,1,2,2,8,1308.0,2
0,0,0,3,10,1102.0,2
1,0,2,2,10,1308.0,3
0,0,3,2,16,1629.0,3
0,0,2,1,12,1189.0,2
0,0,0,2,13,1025.0,2
0,0,4,0,10,918.0,1
0,0,4,0,7,908.0,1
0,0,0,0,11,934.0,1
0,0,0,0,22,1281.0,1
0,0,4,3,13,921.0,1
1,1,4,0,8,910.0,2
1,1,4,0,10,898.0,2
0,0,2,0,17,1257.0,1
1,0,4,3,12,891.0,2
0,0,2,0,16,1248.0,2
0,0,4,1,8,929.0,1
0,0,2,0,4,923.0,2
1,1,0,1,12,1197.0,3
1,0,1,0,9,202.0,3
0,0,2,1,15,1272.0,2
0,0,3,2,18,1056.0,2
0,0,2,2,17,1253.0,2
1,0,0,0,11,1059.0,3
0,0,2,4,15,1272.0,1
0,0,1,2,16,154.0,2
0,0,2,2,8,1208.0,2
0,0,2,2,10,1308.0,2
0,1,3,3,10,1226.0,3
0,0,4,0,11,1015.0,1
1,0,0,0,14,1202.0,3
0,0,0,0,20,1460.0,2
0,0,0,0,3,1102.0,2
1,0,0,0,10,1403.0,3
0,1,3,0,13,1322.0,2
0,0,3,4,15,1145.0,1
1,0,4,2,10,891.0,2
0,0,4,4,16,970.0,1
0,0,2,0,12,1252.0,2
0,0,1,2,8,188.0,2
0,0,0,4,16,1463.0,2
0,1,1,3,22,195.0,1
1,0,4,0,5,895.0,2
0,0,2,4,15,962.0,2
1,0,0,0,20,1059.0,3
0,0,4,4,14,908.0,1
0,0,0,0,18,1150.0,1
0,0,3,2,16,1161.0,1
0,0,2,3,18,1227.0,1
0,1,0,4,8,1482.0,2
0,0,3,0,12,1203.0,3
0,0,2,2,5,1128.0,2
0,0,4,0,17,856.0,1
0,0,3,2,10,1629.0,1
0,0,0,2,10,1463.0,2
0,0,0,0,16,1302.0,1
0,0,3,0,12,1161.0,2
1,1,0,0,16,1308.0,3
0,0,1,0,16,1311.0,1
1,1,0,2,13,1197.0,3
0,1,3,0,11,1601.0,3
1,1,0,0,21,1347.0,3
0,0,3,0,7,1632.0,1
0,0,3,2,12,1299.0,1
0,0,3,0,9,1140.0,2
0,1,1,4,8,1311.0,2
0,0,2,2,18,1181.0,1
0,0,3,2,10,1454.0,2
0,0,0,0,8,1184.0,1
0,0,2,3,15,1308.0,1
0,0,3,4,13,1632.0,1
0,0,2,0,8,1255.0,1
0,0,1,0,8,192.0,2
0,0,3,2,19,1096.0,2
1,0,2,0,10,1261.0,3
0,0,3,0,12,1226.0,2
0,0,2,4,9,1308.0,2
1,1,0,0,15,778.0,3
1,0,4,0,14,918.0,2
0,0,3,2,10,1286.0,3
0,0,0,0,18,1463.0,1
0,0,4,2,12,973.0,1
0,0,0,0,13,1435.0,2
0,0,4,0,22,882.0,1
1,1,0,0,12,1535.0,3
0,0,3,2,22,1203.0,2
0,0,0,3,14,1396.0,1
0,1,3,0,16,1268.0,1
0,0,2,2,10,1225.0,1
0,0,1,0,14,188.0,1
0,0,0,2,9,1215.0,2
0,0,2,2,12,1222.0,1
0,0,3,0,18,1629.0,1
0,0,0,0,16,1344.0,1
0,0,2,0,15,1270.0,1
0,0,3,3,11,1051.0,1
0,1,4,1,15,886.0,1
0,1,3,0,6,1629.0,3
0,0,2,4,16,1316.0,2
0,0,3,2,10,1187.0,1
0,0,2,3,8,1331.0,1
0,0,4,4,14,925.0,1
1,0,3,2,18,1495.0,4
0,0,2,1,16,1287.0,2
0,0,3,0,17,1449.0,1
1,0,2,2,17,1256.0,3
0,0,0,0,19,1347.0,1
0,0,0,0,9,1102.0,2
1,0,4,0,12,882.0,2
0,0,4,3,6,929.0,1
0,0,0,3,21,920.0,1
1,0,4,4,13,922.0,2
0,0,2,3,12,1222.0,2
0,0,1,3,15,187.0,2
0,0,3,0,14,1231.0,2
0,0,0,4,7,1357.0,2
0,0,3,1,11,1195.0,1
0,0,2,4,10,1284.0,1
1,0,4,3,18,856.0,2
0,0,1,0,8,182.0,1
0,0,2,2,9,1265.0,1
0,0,2,4,23,1283.0,1
0,0,3,0,10,1419.0,1
0,0,3,3,8,1544.0,1
0,0,0,0,8,1308.0,2
0,0,3,4,11,1631.0,2
1,0,0,0,10,1153.0,3
1,1,3,1,10,1161.0,4
0,0,2,0,19,1270.0,2
0,0,1,3,10,1353.0,1
0,0,0,0,11,1093.0,2
0,0,3,0,15,1203.0,3
0,0,0,3,10,1463.0,2
0,0,2,2,10,1307.0,2
0,0,3,0,18,1096.0,1
0,0,3,2,15,1609.0,2
0,0,3,0,13,1481.0,2
0,0,2,2,13,1331.0,2
1,0,0,0,6,778.0,3
0,0,2,2,17,1208.0,2
0,0,3,0,13,1231.0,2
0,0,2,0,22,1226.0,2
0,0,3,1,10,1218.0,1
0,0,2,0,11,1244.0,2
0,0,1,0,20,1353.0,2
0,0,4,0,21,922.0,1
1,0,3,0,15,1192.0,4
0,0,0,0,6,1176.0,2
0,1,3,4,8,1299.0,2
0,0,3,3,10,1020.0,2
0,0,0,4,8,1093.0,1
0,0,2,3,12,1311.0,1
0,0,4,0,9,965.0,1
1,1,2,0,15,1267.0,3
0,0,2,2,8,962.0,1
0,0,2,2,9,1272.0,2
0,0,0,3,16,909.0,2
0,0,0,3,12,1514.0,2
1,0,4,4,11,908.0,2
0,0,2,2,8,1323.0,2
0,0,4,0,10,929.0,1
1,1,0,3,8,930.0,3
0,0,4,0,14,899.0,1
0,0,2,0,12,1276.0,2
0,0,3,2,10,1226.0,1
0,0,2,3,17,1252.0,1
0,0,3,4,17,1385.0,1
0,0,1,2,22,174.0,2
1,0,4,0,16,929.0,2
0,0,3,0,20,1525.0,1
1,1,4,2,11,939.0,2
0,0,2,2,18,1312.0,2
0,0,4,4,9,958.0,1
0,0,4,3,12,944.0,1
0,0,0,0,16,1059.0,1
0,0,0,4,7,1261.0,2
0,0,2,2,13,1308.0,1
0,0,2,0,8,1272.0,1
0,0,3,2,16,1535.0,3
0,0,3,4,12,1449.0,3
0,0,2,0,16,1206.0,2
0,0,2,0,14,1261.0,1
0,0,0,0,11,1215.0,2
0,0,3,2,8,1096.0,1
0,0,4,2,14,918.0,1
0,0,0,2,10,1342.0,2
1,0,4,4,8,914.0,2
0,0,4,0,10,1008.0,1
1,1,2,1,5,1311.0,3
0,0,0,3,14,926.0,1
1,1,3,4,10,1132.0,4
1,0,3,0,22,1195.0,4
0,0,0,0,7,1035.0,1
0,0,2,4,22,1308.0,1
0,0,3,2,14,1481.0,3
0,0,0,2,14,926.0,1
1,1,3,2,14,1192.0,4
0,0,2,1,16,1253.0,1
0,1,3,4,11,1469.0,2
0,0,3,3,18,1449.0,3
0,0,2,0,12,1331.0,1
0,0,0,0,10,1514.0,2
1,0,4,2,16,865.0,2
0,0,2,1,12,1227.0,2
1,0,4,4,18,928.0,2
1,0,4,0,9,978.0,2
0,0,0,4,10,1176.0,2
0,0,3,0,19,1142.0,1
0,0,0,2,11,1093.0,2
0,0,4,0,15,1015.0,1
0,0,0,0,17,1176.0,2
0,0,2,2,11,1307.0,1
0,1,2,2,18,1286.0,2
0,0,3,0,14,1632.0,1
0,0,2,3,10,1232.0,1
0,0,3,0,10,1449.0,2
0,0,2,4,11,1323.0,2
0,1,2,2,15,1194.0,2
0,0,2,2,15,1308.0,2
0,1,2,2,11,1308.0,2
0,0,1,0,17,143.0,1
0,0,4,1,14,926.0,1
1,0,1,3,17,187.0,3
0,0,4,3,12,900.0,1
0,0,2,0,14,1265.0,2
0,0,2,2,15,1128.0,1
1,1,2,2,9,1331.0,3
1,1,3,2,11,1544.0,4
0,0,3,4,17,1631.0,3
0,0,0,2,17,1302.0,1
0,0,0,2,15,1353.0,2
0,1,0,0,17,1215.0,2
1,1,3,0,11,1189.0,4
0,0,3,0,11,1631.0,3
0,0,0,0,10,771.0,1
0,0,3,0,15,1161.0,2
0,0,2,0,18,1314.0,1
1,0,4,0,22,840.0,2
0,0,3,0,16,1142.0,1
0,0,2,4,14,1251.0,1
0,0,1,1,9,182.0,1
0,0,3,0,15,1226.0,1
0,0,2,0,16,1248.0,1
1,1,3,2,16,1218.0,4
0,0,3,4,15,1218.0,3
0,1,1,2,9,187.0,2
0,0,3,0,14,1286.0,2
0,0,0,0,21,912.0,2
0,0,1,4,14,198.0,2
0,0,0,1,20,1342.0,2
0,0,3,2,17,1448.0,2
0,0,3,0,14,1638.0,2
1,0,4,4,17,856.0,2
0,0,2,2,13,1167.0,1
1,0,4,0,15,926.0,2
0,0,4,3,8,928.0,1
0,1,4,2,14,928.0,1
1,0,2,4,22,1189.0,3
1,0,0,0,16,1302.0,3
0,0,4,0,10,900.0,1
0,0,4,4,21,914.0,1
1,1,3,0,19,1145.0,4
0,0,0,0,17,1108.0,1
1,0,4,1,15,882.0,2
0,0,0,0,19,805.0,2
0,0,2,0,10,1248.0,1
0,1,2,4,14,1243.0,2
0,1,2,1,10,1311.0,2
0,0,4,4,9,929.0,1
1,0,4,4,18,973.0,2
0,0,2,2,10,1312.0,1
0,0,0,0,14,1482.0,1
0,0,0,0,14,912.0,1
0,0,0,2,8,1460.0,2
1,0,4,3,8,926.0,2
0,0,2,0,15,1292.0,2
0,0,2,2,12,1227.0,2
0,0,3,2,18,1322.0,1
1,0,4,3,18,993.0,2
0,0,4,3,9,886.0,1
0,0,0,0,9,909.0,2
0,0,0,1,7,1357.0,2
0,0,2,1,2,1272.0,1
0,0,4,0,15,928.0,1
1,0,0,1,8,1485.0,3
0,0,3,4,15,1632.0,2
0,0,3,0,10,1385.0,2
0,0,0,1,10,1093.0,2
0,0,2,2,13,1323.0,2
0,0,4,2,14,908.0,1
0,0,4,0,14,914.0,1
0,0,2,0,12,1254.0,2
0,0,0,1,16,1129.0,1
0,1,3,2,10,1051.0,2
0,0,4,4,9,686.0,1
0,0,2,0,15,1227.0,1
0,0,2,2,19,1308.0,1
0,0,3,4,15,1385.0,1
0,0,3,3,22,1142.0,1
0,0,0,0,10,1463.0,1
1,0,4,3,15,918.0,2
0,0,0,0,17,1460.0,1
0,0,2,0,9,976.0,1
0,0,3,2,14,1392.0,1
0,0,2,2,9,1286.0,2
0,0,0,0,10,1458.0,2
0,0,2,3,10,1208.0,1
0,0,2,4,6,1248.0,2
0,0,2,1,13,962.0,2
0,0,4,0,23,903.0,1
1,0,4,0,15,965.0,2
1,1,0,4,13,1184.0,3
0,0,0,0,10,1403.0,2
0,0,1,4,9,190.0,2
0,0,0,0,14,1403.0,2
0,0,4,3,17,914.0,1
0,0,1,3,15,172.0,1
0,0,0,0,19,1302.0,1
0,0,2,4,2,1194.0,1
0,0,3,0,15,1535.0,1
0,0,3,4,6,1476.0,1
0,0,3,0,9,1401.0,2
0,0,4,1,12,908.0,1
0,0,3,0,20,1495.0,1
0,0,4,3,16,895.0,1
1,0,4,3,11,898.0,2
1,0,4,4,9,894.0,2
0,1,4,3,17,930.0,1
